0,1,2,3,4,5
0.48058999002039604,-0.002368600031964263,-0.27559945002023056,-0.6868059383868796,-0.40783873070888,-0.9659545983539126
0.4315260375751646,0.2061540080904809,-0.2769647885621236,-0.6338470351034049,-0.789758735230111,-0.9971130834327773
0.40004434734271443,0.26725402623486594,-0.26586358716974834,-0.40021350318598037,-0.8408789350997412,-0.8308336764878956
0.3496313959918127,0.04470598441756901,-0.2395128980995349,-0.4006352549551009,-0.5727656223711537,-0.992116234111776
0.8016647867305164,0.34759972431830155,-0.3195151265608287,-0.3985102437188286,-0.6081769917544095,-0.9895695923246626
0.5560904325375333,0.09887304155168897,-0.3180990476337344,-0.3420931909963203,-0.6349998903307541,-0.974679755350671
0.4196341825229435,0.15039322730922766,-0.163898811304227,-0.3873479046368531,-0.6146740120421565,-0.8318795663866498
0.5236740089474281,-0.040346521323255224,-0.27265658063608944,-0.27406877024443554,-0.7128375475914543,-0.7982031720478666
0.18021566041872128,0.1099268850857027,0.07441647742675928,-0.49573179845777693,-0.7911220705603603,-0.9915912477060829
0.03210240577247481,0.12530800025440358,-0.13770922789617934,-0.48169252798210227,-0.7537063355706595,-0.7855026142359565
0.4198497868775406,0.034736675522287985,-0.2556422775069902,-0.2670507871532677,-0.7601615195264819,-0.9889923825831759
0.7615059441572205,0.05518436173786534,-0.06298875996885656,-0.32427848449025065,-0.7331138909599066,-1.0107962419876952
0.39464607454238987,0.074604619198535,-0.312082518025397,-0.4476027819216619,-0.7783985062738656,-0.8517569217950238
0.45501513160847584,0.09291028792634037,-0.14676158513736404,-0.603268248029931,-0.6683800438126073,-0.6819700983048866
0.33758093778376663,0.11053487856037036,-0.19139049960820342,-0.48093180115158995,-0.7628780134010926,-1.1256733395922567
0.24172105604898553,0.15199156357866128,-0.2769647885621236,-0.5008806289604624,-0.7583005309548139,-0.6764437117868729
0.5442684733799235,-0.15896960362071533,-0.031119834554424575,-0.19292269977750154,-0.6463243290276619,-0.8582759080672164
0.269408940300911,-0.03631983534420469,-0.31017255112408026,-0.5650207544084451,-0.6565310854510416,-0.9989766031141287
0.4770450565326023,0.21699447657598325,-0.3562632565359767,-0.43636010220512444,-0.7042840904213543,-0.8504628951986191
