0,1,2,3,4,5
0.5294187329793126,0.08343866090156077,-0.23294226836131118,-0.62979702939456,-0.8486523416798201,-1.1068771603804208
0.574922788197936,0.035926463171831645,-0.3491292863518146,-0.6298992698579537,-0.7031935556515683,-0.9877626498687146
0.523589953972619,0.17420430905897866,-0.23507329201743715,-0.5097209139719324,-0.8342561176879868,-0.8923882810233853
0.4902626696395694,0.03584804783909999,-0.3685550131754649,-0.37376986724114075,-0.8071122962086745,-1.4737416554535485
0.5371779332039059,0.09026667721171557,-0.3181912015361284,-0.47508336035080007,-0.9256183070558837,-1.0326305746024542
0.5420785666202451,0.05049703400190904,-0.3441300469925714,-0.5639491342440157,-0.8593309785432113,-0.7760163475118893
0.550098500989566,0.03675124631476462,-0.1681764695705304,-0.3664033312424636,-0.5147266628222211,-1.283027407149241
0.5152157135596738,0.03127089843291894,-0.36703787166809115,-0.4188390933179188,-0.8069132608713124,-0.9007079364853592
0.5109383286969162,0.00730866257776322,-0.1372122618214582,-0.609301734546529,-0.8277881013851491,-1.0182543179734835
0.5198508056017922,0.10558388021991812,-0.28153468775612006,-0.6400422334950295,-0.8445786338844792,-1.5879018322375216
0.49740359796683514,0.03996713998767857,-0.2944585107346596,-0.4612392753380035,-0.827391731548289,-1.33496425709648
0.5242761377090156,-0.014753079735091962,-0.21827186176964183,-0.5084290805982784,-0.7717519712342354,-1.3398673576296538
0.5372471301511976,0.0018236130734427675,-0.11369868086952703,-0.4140222041672781,-0.7512075998142718,-1.0984145850425375
0.5568342643332963,-0.01857132883085008,-0.17399304732739748,-0.18613937479526693,-0.9002648783943058,-1.0676654756118003
0.6048652279057003,0.1130899427462429,-0.33998870385433066,-0.29983900979034306,-0.7710230819684725,-1.4408339197702074
0.5127660816562959,0.17996576953742768,-0.3439009355440935,-0.35146952280193167,-0.9992046185547422,-1.2335754785660935
0.5700238577029907,0.04217707084580534,-0.21307164693567948,-0.3937517932374357,-0.6883466210221719,-0.5789727196273029
0.5088698350775738,0.04857157858056792,-0.3321832331377026,-0.47311815099972987,-1.1274688471607657,-0.7692905544925113
0.5060841916857057,0.07694419031571989,-0.4885137050418583,-0.601728892588673,-0.9837273484061231,-1.1230212831306665
0.4432270705090948,0.1893022266024827,-0.2868652598370505,-0.40267300747536217,-0.5664579738342792,-0.7712500526035544
0.5275157373839945,0.07136858350933274,-0.4152933508964966,-0.5272318845642968,-0.9598117855612445,-0.9621923339589132
0.5092611982056283,0.048042342377921265,-0.33523174805711403,-0.366590246970101,-0.8426043837550634,-0.9524287490860176
0.5112860858748379,0.019542128855196766,-0.4075596218828102,-0.40923126242771546,-0.6476455711956794,-1.0996174290009137
